DropoutConstant[0.2;0.2;],SGD,tanh,256
DropoutConstant[0.1;0.1;],SGD,tanh,256
DropoutConstant[0.2;0.2;],SGD,relu,32
DropoutConstant[0.1;0.1;],SGD,relu,32
DropoutConstant[0.2;0.2;],SGD,relu,64
DropoutConstant[0.1;0.1;],SGD,relu,64
DropoutConstant[0.2;0.2;],SGD,relu,128
DropoutConstant[0.1;0.1;],SGD,relu,128
DropoutConstant[0.2;0.2;],SGD,relu,256
DropoutConstant[0.1;0.1;],SGD,relu,256
DropoutConstant[0.2;0.2;],SGD,sigmoid,32
DropoutConstant[0.1;0.1;],SGD,sigmoid,32
DropoutConstant[0.2;0.2;],SGD,sigmoid,64
DropoutConstant[0.1;0.1;],SGD,sigmoid,64
DropoutConstant[0.2;0.2;],SGD,sigmoid,128
DropoutConstant[0.1;0.1;],SGD,sigmoid,128
DropoutConstant[0.2;0.2;],SGD,sigmoid,256
DropoutConstant[0.1;0.1;],SGD,sigmoid,256
DropoutConstant[0.2;0.2;],SGD,softmax,32
DropoutConstant[0.1;0.1;],SGD,softmax,32
DropoutConstant[0.2;0.2;],SGD,softmax,64
DropoutConstant[0.1;0.1;],SGD,softmax,64
DropoutConstant[0.2;0.2;],SGD,softmax,128
DropoutConstant[0.1;0.1;],SGD,softmax,128
DropoutConstant[0.2;0.2;],SGD,softmax,256
DropoutConstant[0.1;0.1;],SGD,softmax,256
DropoutConstant[0.2;0.2;],Adam,tanh,32
DropoutConstant[0.1;0.1;],Adam,tanh,32
DropoutConstant[0.2;0.2;],Adam,tanh,64
DropoutConstant[0.1;0.1;],Adam,tanh,64
DropoutConstant[0.2;0.2;],Adam,tanh,128
DropoutConstant[0.1;0.1;],Adam,tanh,128
DropoutConstant[0.2;0.2;],Adam,tanh,256
DropoutConstant[0.1;0.1;],Adam,tanh,256
DropoutConstant[0.2;0.2;],Adam,relu,32
DropoutConstant[0.1;0.1;],Adam,relu,32
DropoutConstant[0.2;0.2;],Adam,relu,64
DropoutConstant[0.1;0.1;],Adam,relu,64
DropoutConstant[0.2;0.2;],Adam,relu,128
DropoutConstant[0.1;0.1;],Adam,relu,128
DropoutConstant[0.2;0.2;],Adam,relu,256
DropoutConstant[0.1;0.1;],Adam,relu,256
DropoutConstant[0.2;0.2;],Adam,sigmoid,32
DropoutConstant[0.1;0.1;],Adam,sigmoid,32
DropoutConstant[0.2;0.2;],Adam,sigmoid,64
DropoutConstant[0.1;0.1;],Adam,sigmoid,64
DropoutConstant[0.2;0.2;],Adam,sigmoid,128
DropoutConstant[0.1;0.1;],Adam,sigmoid,128
DropoutConstant[0.2;0.2;],Adam,sigmoid,256
DropoutConstant[0.1;0.1;],Adam,sigmoid,256
DropoutConstant[0.2;0.2;],Adam,softmax,32
DropoutConstant[0.1;0.1;],Adam,softmax,32
DropoutConstant[0.2;0.2;],Adam,softmax,64
DropoutConstant[0.1;0.1;],Adam,softmax,64
DropoutConstant[0.2;0.2;],Adam,softmax,128
DropoutConstant[0.1;0.1;],Adam,softmax,128
DropoutConstant[0.2;0.2;],Adam,softmax,256
DropoutConstant[0.1;0.1;],Adam,softmax,256
DropoutConstant[0.2;0.2;],Adamax,tanh,32
DropoutConstant[0.1;0.1;],Adamax,tanh,32
DropoutConstant[0.2;0.2;],Adamax,tanh,64
DropoutConstant[0.1;0.1;],Adamax,tanh,64
DropoutConstant[0.2;0.2;],Adamax,tanh,128
DropoutConstant[0.1;0.1;],Adamax,tanh,128
DropoutConstant[0.2;0.2;],Adamax,tanh,256
DropoutConstant[0.1;0.1;],Adamax,tanh,256
DropoutConstant[0.2;0.2;],Adamax,relu,32
DropoutConstant[0.1;0.1;],Adamax,relu,32
DropoutConstant[0.2;0.2;],Adamax,relu,64
DropoutConstant[0.1;0.1;],Adamax,relu,64
DropoutConstant[0.2;0.2;],Adamax,relu,128
DropoutConstant[0.1;0.1;],Adamax,relu,128
DropoutConstant[0.2;0.2;],Adamax,relu,256
DropoutConstant[0.1;0.1;],Adamax,relu,256
DropoutConstant[0.2;0.2;],Adamax,sigmoid,32
DropoutConstant[0.1;0.1;],Adamax,sigmoid,32
DropoutConstant[0.2;0.2;],Adamax,sigmoid,64
DropoutConstant[0.1;0.1;],Adamax,sigmoid,64
DropoutConstant[0.2;0.2;],Adamax,sigmoid,128
DropoutConstant[0.1;0.1;],Adamax,sigmoid,128
DropoutConstant[0.2;0.2;],Adamax,sigmoid,256
DropoutConstant[0.1;0.1;],Adamax,sigmoid,256
DropoutConstant[0.2;0.2;],Adamax,softmax,32
DropoutConstant[0.1;0.1;],Adamax,softmax,32
DropoutConstant[0.2;0.2;],Adamax,softmax,64
DropoutConstant[0.1;0.1;],Adamax,softmax,64
DropoutConstant[0.2;0.2;],Adamax,softmax,128
DropoutConstant[0.1;0.1;],Adamax,softmax,128
DropoutConstant[0.2;0.2;],Adamax,softmax,256
DropoutConstant[0.1;0.1;],Adamax,softmax,256
